p,ARI_mean,ARI_std,Precision_mean,Precision_std,Recall_mean,Recall_std
1,0.19502924227730045,0.1574822493761549,0.7517241379310345,0.0462634753965474,0.7324137931034482,0.07413712910552658
2,0.10254126063225578,0.2466274097435116,0.7393103448275866,0.07172413793103445,0.8096551724137935,0.03976147670455058
3,0.42911259256567086,0.2817728813386047,0.8365517241379306,0.08608543166981757,0.855172413793103,0.058924163760810534
4,0.41225579880342195,0.23826303610464158,0.8227586206896551,0.0841859670677341,0.8220689655172413,0.08623723604049979
5,0.5162959038862569,0.26260008761048464,0.8572413793103446,0.08778148201652688,0.8565517241379308,0.08921909864163435
6,0.4251583120285921,0.2573058050258614,0.8227586206896551,0.09304212539861734,0.8206896551724137,0.09630510375013061
7,0.4928776341250266,0.33256401662607704,0.8468965517241378,0.10842291792783353,0.8455172413793102,0.11231855496019881
8,0.46179903964172,0.3629612716723282,0.8386206896551723,0.1165170321762365,0.839310344827586,0.12232585476648818
9,0.7237608201011412,0.28883178535085774,0.9199999999999996,0.09416760931695606,0.9158620689655169,0.10508136250891534
10,0.5988216800170327,0.31478859718332236,0.8841379310344822,0.10130187049367467,0.8731034482758615,0.12460448723938576
11,0.6680502935608361,0.22814728625955752,0.9075862068965512,0.07280354880218842,0.9027586206896546,0.08877284670175833
12,0.659626618122504,0.25115685212436917,0.9041379310344821,0.08197618632780719,0.8993103448275857,0.09601823053217716
13,0.5985175760187902,0.31365877885578364,0.8841379310344826,0.10130187049367471,0.8689655172413789,0.1326578211149748
14,0.5372302046612557,0.32920212450086994,0.8634482758620687,0.10859824617613628,0.8455172413793101,0.14019520958127016
15,0.4640552339754221,0.3785551609032142,0.8358620689655172,0.12557785576960154,0.8089655172413791,0.16029253874899138
16,0.38946175723458376,0.37203488135357315,0.8110344827586208,0.12341552252837261,0.7772413793103448,0.16132772532451717
17,0.4096302838846192,0.3685048560830773,0.8199999999999998,0.12148310609051094,0.7848275862068964,0.16342936017418688
18,0.34148885112497573,0.3309719698838954,0.797241379310345,0.11069771159852858,0.7675862068965515,0.14380757390184248
19,0.28301269638643245,0.3257534383771067,0.7758620689655173,0.10822313673431184,0.7441379310344827,0.13760133008233624
20,0.21843155009787157,0.28652395589261714,0.7544827586206898,0.09596868296164943,0.719310344827586,0.12433126707092848
21,0.2006645493833812,0.25709740969955885,0.746896551724138,0.08767304953487332,0.7131034482758619,0.1154920198920237
22,0.17673923169090439,0.21468694393398718,0.7400000000000004,0.07466452915801208,0.7055172413793106,0.10755304528712835
23,0.16776136052396726,0.2012095226670703,0.7351724137931037,0.0711515606980906,0.6986206896551727,0.10522836273279412
24,0.16523674248207704,0.23380952849040543,0.7331034482758624,0.07917830087448072,0.6924137931034484,0.11328832661175764
25,0.1449570269819009,0.21165522645036633,0.7262068965517245,0.07246631920926025,0.6827586206896552,0.10661810230165729
26,0.16065715738717246,0.20480138447064428,0.7331034482758624,0.07127511969317939,0.6965517241379312,0.10321813480755701
